"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"OHXPERIO","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 12 YEARS - 150 YEARS",NA,NA
"OHXPERIO","OHAEXSTS","OHAEXSTS","Overall Oral Health Exam Status","Overall Oral Health Exam Status","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", "".""]; Value.Description=[""Completed"", ""Partial"", ""Not Done"", ""Missing""]; Count=[""4880"", ""1488"", ""390"", ""0""]; Cumulative=[""4880"", ""6368"", ""6758"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD20CJM","OHD20CJM","LOA: mid-facial #20 FGM/CEJ","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1517"", ""304"", ""4937""]; Cumulative=[""1517"", ""1821"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD20PCM","OHD20PCM","LOA: mid-facial #20 PD","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1517"", ""304"", ""4937""]; Cumulative=[""1517"", ""1821"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD20LAM","OHD20LAM","LOA: mid-facial #20 calculated LA","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1517"", ""304"", ""4937""]; Cumulative=[""1517"", ""1821"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD20CJS","OHD20CJS","LOA: mesial #20 FGM/CEJ","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1475"", ""346"", ""4937""]; Cumulative=[""1475"", ""1821"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD20PCS","OHD20PCS","LOA: mesial #20 PD","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1475"", ""346"", ""4937""]; Cumulative=[""1475"", ""1821"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD20LAS","OHD20LAS","LOA: mesial #20 calculated LA","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1475"", ""346"", ""4937""]; Cumulative=[""1475"", ""1821"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD21CJM","OHD21CJM","LOA: mid-facial #21 FGM/CEJ","Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) mid-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1559"", ""260"", ""4939""]; Cumulative=[""1559"", ""1819"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD21PCM","OHD21PCM","LOA: mid-facial #21 PD","Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 5"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1559"", ""260"", ""4939""]; Cumulative=[""1559"", ""1819"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD21LAM","OHD21LAM","LOA: mid-facial #21 calculated LA","Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1559"", ""260"", ""4939""]; Cumulative=[""1559"", ""1819"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD21CJS","OHD21CJS","LOA: mesial #21 FGM/CEJ","Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1544"", ""275"", ""4939""]; Cumulative=[""1544"", ""1819"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD21PCS","OHD21PCS","LOA: mesial #21 PD","Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1544"", ""275"", ""4939""]; Cumulative=[""1544"", ""1819"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD21LAS","OHD21LAS","LOA: mesial #21 calculated LA","Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 13"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1544"", ""275"", ""4939""]; Cumulative=[""1544"", ""1819"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD22CJM","OHD22CJM","LOA: mid-facial #22 FGM/CEJ","Loss of Attachment: Lower left cuspid (C) mid-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-9 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1711"", ""108"", ""4939""]; Cumulative=[""1711"", ""1819"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD22PCM","OHD22PCM","LOA: mid-facial #22 PD","Loss of Attachment: Lower left cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1711"", ""108"", ""4939""]; Cumulative=[""1711"", ""1819"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD22LAM","OHD22LAM","LOA: mid-facial #22 calculated LA","Loss of Attachment: Lower left cuspid (C) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 13"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1711"", ""108"", ""4939""]; Cumulative=[""1711"", ""1819"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD22CJS","OHD22CJS","LOA: mesial #22 FGM/CEJ","Loss of Attachment: Lower left cuspid (C) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-9 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1706"", ""113"", ""4939""]; Cumulative=[""1706"", ""1819"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD22PCS","OHD22PCS","LOA: mesial #22 PD","Loss of Attachment: Lower left cuspid (C) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1706"", ""113"", ""4939""]; Cumulative=[""1706"", ""1819"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD22LAS","OHD22LAS","LOA: mesial #22 calculated LA","Loss of Attachment: Lower left cuspid (C) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1706"", ""113"", ""4939""]; Cumulative=[""1706"", ""1819"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD23CJM","OHD23CJM","LOA: mid-facial #23 FGM/CEJ","Loss of Attachment: Lower left lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1672"", ""149"", ""4937""]; Cumulative=[""1672"", ""1821"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD23PCM","OHD23PCM","LOA: mid-facial #23 PD","Loss of Attachment: Lower left lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 5"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1672"", ""149"", ""4937""]; Cumulative=[""1672"", ""1821"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD23LAM","OHD23LAM","LOA: mid-facial #23 calculated LA","Loss of Attachment: Lower left lateral incisor (LI) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1672"", ""149"", ""4937""]; Cumulative=[""1672"", ""1821"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD23CJS","OHD23CJS","LOA: mesial #23 FGM/CEJ","Loss of Attachment: Lower left lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1619"", ""202"", ""4937""]; Cumulative=[""1619"", ""1821"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD23PCS","OHD23PCS","LOA: mesial #23 PD","Loss of Attachment: Lower left lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1619"", ""202"", ""4937""]; Cumulative=[""1619"", ""1821"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD23LAS","OHD23LAS","LOA: mesial #23 calculated LA","Loss of Attachment: Lower left lateral incisor (LI) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1619"", ""202"", ""4937""]; Cumulative=[""1619"", ""1821"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD24CJM","OHD24CJM","LOA: mid-facial #24 FGM/CEJ","Loss of Attachment: Lower left central incisor (CI) mid-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1626"", ""196"", ""4936""]; Cumulative=[""1626"", ""1822"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD24PCM","OHD24PCM","LOA: mid-facial #24 PD","Loss of Attachment: Lower left central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 5"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1626"", ""196"", ""4936""]; Cumulative=[""1626"", ""1822"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD24LAM","OHD24LAM","LOA: mid-facial #24 calculated LA","Loss of Attachment: Lower left central incisor (CI) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1626"", ""196"", ""4936""]; Cumulative=[""1626"", ""1822"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD24CJS","OHD24CJS","LOA: mesial #24 FGM/CEJ","Loss of Attachment: Lower left central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-10 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1566"", ""256"", ""4936""]; Cumulative=[""1566"", ""1822"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD24PCS","OHD24PCS","LOA: mesial #24 PD","Loss of Attachment: Lower left central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1566"", ""256"", ""4936""]; Cumulative=[""1566"", ""1822"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD24LAS","OHD24LAS","LOA: mesial #24 calculated LA","Loss of Attachment: Lower left central incisor (CI) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1566"", ""256"", ""4936""]; Cumulative=[""1566"", ""1822"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD31CJM","OHD31CJM","LOA: mid-facial #31 FGM/CEJ","Loss of Attachment: Lower right 2nd molar (2M) mid-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-5 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1316"", ""475"", ""4967""]; Cumulative=[""1316"", ""1791"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD31PCM","OHD31PCM","LOA: mid-facial #31 PD","Loss of Attachment: Lower right 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1316"", ""475"", ""4967""]; Cumulative=[""1316"", ""1791"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD31LAM","OHD31LAM","LOA: mid-facial #31 calculated LA","Loss of Attachment: Lower right 2nd molar (2M) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1316"", ""475"", ""4967""]; Cumulative=[""1316"", ""1791"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD31CJS","OHD31CJS","LOA: mesial #31 FGM/CEJ","Loss of Attachment: Lower right 2nd molar (2M) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-4 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1309"", ""482"", ""4967""]; Cumulative=[""1309"", ""1791"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD31PCS","OHD31PCS","LOA: mesial #31 PD","Loss of Attachment: Lower right 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1309"", ""482"", ""4967""]; Cumulative=[""1309"", ""1791"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD31LAS","OHD31LAS","LOA: mesial #31 calculated LA","Loss of Attachment: Lower right 2nd molar (2M) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1309"", ""482"", ""4967""]; Cumulative=[""1309"", ""1791"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD30CJM","OHD30CJM","LOA: mid-facial #30 FGM/CEJ","Loss of Attachment: Lower right 1st molar (1M) mid-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1247"", ""539"", ""4972""]; Cumulative=[""1247"", ""1786"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD30PCM","OHD30PCM","LOA: mid-facial #30 PD","Loss of Attachment: Lower right 1st molar (1M) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1247"", ""539"", ""4972""]; Cumulative=[""1247"", ""1786"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD30LAM","OHD30LAM","LOA: mid-facial #30 calculated LA","Loss of Attachment: Lower right 1st molar (1M) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1247"", ""539"", ""4972""]; Cumulative=[""1247"", ""1786"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD30CJS","OHD30CJS","LOA: mesial #30 FGM/CEJ","Loss of Attachment: Lower right 1st molar (1M) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1247"", ""539"", ""4972""]; Cumulative=[""1247"", ""1786"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD30PCS","OHD30PCS","LOA: mesial #30 PD","Loss of Attachment: Lower right 1st molar (1M) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 5"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1247"", ""539"", ""4972""]; Cumulative=[""1247"", ""1786"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD30LAS","OHD30LAS","LOA: mesial #30 calculated LA","Loss of Attachment: Lower right 1st molar (1M) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1247"", ""539"", ""4972""]; Cumulative=[""1247"", ""1786"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD29CJM","OHD29CJM","LOA: mid-facial #29 FGM/CEJ","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1521"", ""264"", ""4973""]; Cumulative=[""1521"", ""1785"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD29PCM","OHD29PCM","LOA: mid-facial #29 PD","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1521"", ""264"", ""4973""]; Cumulative=[""1521"", ""1785"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD29LAM","OHD29LAM","LOA: mid-facial #29 calculated LA","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1521"", ""264"", ""4973""]; Cumulative=[""1521"", ""1785"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD29CJS","OHD29CJS","LOA: mesial #29 FGM/CEJ","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1513"", ""272"", ""4973""]; Cumulative=[""1513"", ""1785"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD29PCS","OHD29PCS","LOA: mesial #29 PD","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1513"", ""272"", ""4973""]; Cumulative=[""1513"", ""1785"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD29LAS","OHD29LAS","LOA: mesial #29 calculated LA","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 13"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1513"", ""272"", ""4973""]; Cumulative=[""1513"", ""1785"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD28CJM","OHD28CJM","LOA: mid-facial #28 FGM/CEJ","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to CEJ measurement (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1555"", ""228"", ""4975""]; Cumulative=[""1555"", ""1783"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD28PCM","OHD28PCM","LOA: mid-facial #28 PD","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""1555"", ""228"", ""4975""]; Cumulative=[""1555"", ""1783"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPERIO","OHD28LAM","OHD28LAM","LOA: mid-facial #28 calculated LA","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 18 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""1555"", ""228"", ""4975""]; Cumulative=[""1555"", ""1783"", ""6758""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
